Date,Bitcoin,Ethereum,Litecoin
23/12/2016,915.5,7.18,4.49
22/12/2016,858.01,7.65,3.69
21/12/2016,828.58,7.88,3.66
20/12/2016,797.99,7.58,3.62
19/12/2016,789.91,7.62,3.66
18/12/2016,790,7.94,3.62
17/12/2016,790.07,7.68,3.72
16/12/2016,785,7.89,3.64
15/12/2016,775,7.77,3.5
14/12/2016,777.72,8.26,3.6
13/12/2016,779.79,8.4,3.65
12/12/2016,778.71,8.49,3.64
11/12/2016,770.9,8.25,3.64
10/12/2016,775.98,8.12,3.7
09/12/2016,771.77,8.55,3.74
08/12/2016,768.35,8.27,3.65
07/12/2016,766.07,8.37,3.67
06/12/2016,755.73,6.81,3.5
05/12/2016,753.36,6.69,3.58
04/12/2016,766.96,7.54,3.89
03/12/2016,766.52,7.9,3.9
02/12/2016,771.54,7.68,3.94
01/12/2016,753.57,8.46,3.88
30/11/2016,742.6,8.63,3.84
29/11/2016,731.8,8.19,3.83
28/11/2016,730.27,8.66,3.84
27/11/2016,729.01,8.9,3.87
26/11/2016,735.83,9.34,3.86
25/11/2016,739,9.4,3.87
24/11/2016,737.99,9.21,3.9
23/11/2016,741.76,9.8,3.86
22/11/2016,747,9.83,3.9
21/11/2016,735.81,9.53,3.93
20/11/2016,731,9.6,3.89
19/11/2016,750.38,9.71,3.92
18/11/2016,747.8,9.53,3.87
17/11/2016,736.57,9.98,3.9
16/11/2016,737.55,10.02,3.92
15/11/2016,712.41,10.28,3.92
14/11/2016,705.52,10.03,3.87
13/11/2016,703.98,10.14,3.86
12/11/2016,704.67,9.96,3.75
11/11/2016,714.77,10.31,3.8
10/11/2016,712.28,10.52,3.8
09/11/2016,721,10.66,3.98
08/11/2016,712.57,10.86,3.91
07/11/2016,706.82,10.94,3.88
06/11/2016,716.83,11.02,3.91
05/11/2016,706.9,11.16,3.87
04/11/2016,705.7,11.15,3.88
03/11/2016,688.93,10.88,3.9
02/11/2016,735.5,10.83,4.07
01/11/2016,731.16,10.79,4.02
31/10/2016,699.68,10.95,3.98
30/10/2016,697.65,11.22,3.93
29/10/2016,717.9,10.43,4.06
28/10/2016,689.65,11.1,3.9
27/10/2016,685.57,11.43,3.99
26/10/2016,674,11.5,3.89
25/10/2016,649.07,11.32,3.85
24/10/2016,649.75,11.9,3.87
23/10/2016,650.54,11.92,3.88
22/10/2016,655,12.04,3.84
21/10/2016,629.76,12.05,3.79
20/10/2016,627.83,12.03,3.8
19/10/2016,629.68,11.97,3.79
18/10/2016,634.97,12.53,3.91
17/10/2016,638.96,11.97,3.82
16/10/2016,642.53,11.94,3.88
15/10/2016,637.51,11.95,3.92
14/10/2016,638,11.9,3.82
13/10/2016,635.86,12.05,3.83
12/10/2016,636.92,11.77,3.8
11/10/2016,643.83,11.76,3.83
10/10/2016,618.31,11.78,3.79
09/10/2016,617.58,12.05,3.8
08/10/2016,619.59,12.28,3.86
07/10/2016,617.32,12.69,3.82
06/10/2016,611.83,12.87,3.82
05/10/2016,613.35,13.1,3.88
04/10/2016,609.25,13.34,3.85
03/10/2016,612.95,13.52,3.83
02/10/2016,612.41,13.28,3.83
01/10/2016,616,13.24,3.85
30/09/2016,607.65,13.24,3.81
29/09/2016,605.07,13.18,3.86
28/09/2016,604.98,13.31,3.81
27/09/2016,605.3,13.11,3.83
26/09/2016,606.82,12.88,3.92
25/09/2016,601.35,13.07,3.8
24/09/2016,603.69,12.94,3.87
23/09/2016,602.68,13.36,3.83
22/09/2016,595.25,13.1,3.79
21/09/2016,596.95,13.71,3.82
20/09/2016,608.98,15.09,4
19/09/2016,608.94,12.92,3.86
18/09/2016,610.99,12.58,3.87
17/09/2016,607.83,12.88,3.82
16/09/2016,607.75,12.6,3.81
15/09/2016,607.01,11.96,3.81
14/09/2016,608.95,11.93,3.85
13/09/2016,608.24,11.92,3.81
12/09/2016,607.48,11.87,3.88
11/09/2016,607.25,11.64,3.9
10/09/2016,625.1,12.07,3.96
09/09/2016,622.6,11.61,3.96
08/09/2016,628.77,11.42,4.01
07/09/2016,614.59,11.6,3.96
06/09/2016,612.37,11.73,3.95
05/09/2016,606.19,11.77,3.96
04/09/2016,611.82,11.76,4.02
03/09/2016,600.58,11.83,3.88
02/09/2016,575.38,12.11,3.84
01/09/2016,571.96,12.24,3.66
31/08/2016,571.59,11.52,3.74
30/08/2016,574.79,11.2,3.81
29/08/2016,573,10.95,3.77
28/08/2016,574.83,10.98,3.72
27/08/2016,570.42,11.21,3.78
26/08/2016,578.89,11.29,3.81
25/08/2016,576.16,11.34,3.81
24/08/2016,578.92,11,3.84
23/08/2016,582.58,10.98,3.95
